wkt_geom,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,n_mines,avg_dist,rms_dist
Point (32.28605900000007978 -9.97868599999992512),ZM201800000520,ZM,2018,520,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.978686,32.286059,1260,1283,WGS84,0,755.8999199891753,796.7895001642682
Point (28.40563700000006975 -14.44235999999995101),ZM201800000521,ZM,2018,521,ZM,1,Central,1,Central,GPS,U,-14.44236,28.405637,1192,1196,WGS84,2,457.4125537670177,499.57690932312465
Point (29.42152500000003101 -9.96575399999994715),ZM201800000522,ZM,2018,522,ZM,4,Luapula,4,Luapula,GPS,R,-9.965754,29.421525,1236,1235,WGS84,0,637.6799321782094,712.1552558574556
Point (32.63519200000007459 -13.62072499999993624),ZM201800000523,ZM,2018,523,ZM,3,Eastern,3,Eastern,GPS,U,-13.620725,32.635192,899,1126,WGS84,0,616.7246647110518,644.4040152856758
Point (29.41822500000006357 -13.86281199999996261),ZM201800000524,ZM,2018,524,ZM,1,Central,1,Central,GPS,R,-13.862812,29.418225,1297,1314,WGS84,2,464.26662471305303,504.41673301131107
Point (31.39494100000007393 -14.03018599999995786),ZM201800000525,ZM,2018,525,ZM,3,Eastern,3,Eastern,GPS,R,-14.030186,31.394941,899,901,WGS84,0,539.3026134538545,565.0488495917506
Point (23.13686300000006213 -15.27058199999993349),ZM201800000526,ZM,2018,526,ZM,10,Western,10,Western,GPS,U,-15.270582,23.136863,1028,1037,WGS84,0,767.8507354407776,800.7678517615459
Point (33.15899400000006381 -13.97831899999994221),ZM201800000527,ZM,2018,527,ZM,3,Eastern,3,Eastern,GPS,R,-13.978319,33.158994,959,1036,WGS84,0,644.683148075849,675.7358111405304
Point (27.70786900000007336 -14.79972999999995409),ZM201800000528,ZM,2018,528,ZM,1,Central,1,Central,GPS,R,-14.79973,27.707869,894,1132,WGS84,0,474.03529221698597,514.3518176751178
Point (31.77035800000004429 -10.72399299999995037),ZM201800000529,ZM,2018,529,ZM,6,Muchinga,6,Muchinga,GPS,R,-10.723993,31.770358,1063,1345,WGS84,0,680.9619110777905,721.0983735346816
Point (32.68204400000007581 -13.54572099999995771),ZM201800000530,ZM,2018,530,ZM,3,Eastern,3,Eastern,GPS,R,-13.545721,32.682044,160,1095,WGS84,0,621.2087663422208,648.9409275395249
Point (28.45524300000005269 -14.44231799999994337),ZM201800000531,ZM,2018,531,ZM,1,Central,1,Central,GPS,U,-14.442318,28.455243,924,1203,WGS84,2,457.1531182685222,498.9912213174845
Point (28.14420400000005884 -16.17789599999997563),ZM201800000532,ZM,2018,532,ZM,9,Southern,9,Southern,GPS,R,-16.177896,28.144204,1309,1344,WGS84,4,495.1336700884455,535.4633342683569
Point (32.76159489954818582 -9.32817193956628898),ZM201800000533,ZM,2018,533,ZM,6,Muchinga,6,Muchinga,GPS,U,-9.32817194,32.7615949,9999,1683,WGS84,0,827.2124833555671,868.299684288884
Point (24.07984700000002931 -16.28844399999996995),ZM201800000534,ZM,2018,534,ZM,10,Western,10,Western,GPS,R,-16.288444,24.079847,1018,1027,WGS84,0,715.6402954275537,745.0800378536704
Point (27.38868700000006129 -15.38506499999994048),ZM201800000535,ZM,2018,535,ZM,1,Central,1,Central,GPS,R,-15.385065,27.388687,1008,1010,WGS84,0,495.24684215976936,531.7745739904228
Point (25.84703600000005963 -12.31189599999993334),ZM201800000536,ZM,2018,536,ZM,8,North Western,8,North Western,GPS,R,-12.311896,25.847036,1387,1378,WGS84,1,554.0315036644976,647.4512303539325
Point (28.09312400000004573 -15.34204399999993029),ZM201800000537,ZM,2018,537,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.342044,28.093124,1188,1193,WGS84,5,475.5240496937824,512.2899117777812
Point (27.25930500000004031 -12.94665999999995165),ZM201800000538,ZM,2018,538,ZM,2,Copperbelt,2,Copperbelt,GPS,R,-12.94666,27.259305,963,1231,WGS84,0,472.58434654405806,557.0935470864248
Point (26.50721700000002556 -16.64647499999995262),ZM201800000539,ZM,2018,539,ZM,9,Southern,9,Southern,GPS,R,-16.646475,26.507217,885,1254,WGS84,0,570.0905609014974,607.4084803330595
Point (28.34868700000004083 -15.39249299999994491),ZM201800000540,ZM,2018,540,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.392493,28.348687,1269,1268,WGS84,5,472.7742174842129,509.15810907377215
Point (28.37006700000006276 -15.41608099999996284),ZM201800000541,ZM,2018,541,ZM,5,Lusaka,5,Lusaka,GPS,U,-15.416081,28.370067,1263,1265,WGS84,4,472.993168719835,509.37378190163025
Point (32.9469550000000595 -11.15045299999997042),ZM201800000542,ZM,2018,542,ZM,6,Muchinga,6,Muchinga,GPS,R,-11.150453,32.946955,660,677,WGS84,0,725.7804609358957,759.152135663495
Point (28.29957000000007383 -15.76991799999996147),ZM201800000543,ZM,2018,543,ZM,5,Lusaka,5,Lusaka,GPS,R,-15.769918,28.29957,9999,1086,WGS84,7,481.47737921332896,519.3031166989664
Point (30.03949500000004491 -12.87639199999995299),ZM201800000544,ZM,2018,544,ZM,1,Central,1,Central,GPS,R,-12.876392,30.039495,884,1259,WGS84,0,499.6253568180484,542.5216139662144
Point (32.60890500000004977 -9.42195399999997107),ZM201800000545,ZM,2018,545,ZM,6,Muchinga,6,Muchinga,GPS,R,-9.421954,32.608905,9999,1394,WGS84,0,812.0138614895782,853.4754945550087
